ticker,windows,oos_trades,oos_win_rate,oos_compound_pct,oos_mean_pct,oos_median_pct,oos_worst_dd_pct,is_mean_pct
EURUSD=X,5,5,0.0,-2.2253212844489445,-0.4475215230044616,0.0,-1.3367152837365468,-0.4734346323759975
USDJPY=X,1,2,0.0,-1.1299717929028175,-1.1299717929028175,-1.1299717929028175,-1.1299717929028157,3.2884951153258957
ES=F,9,25,0.28,-0.6868582298110715,-0.07080660339598606,-0.5240300818027399,-1.4271677698876633,0.0707113423490452
NQ=F,9,23,0.2608695652173913,-0.5379686816968432,-0.055181746584962194,-0.013081548744120486,-2.0180894927344526,-0.32303712925223493
GC=F,2,1,0.0,-0.31153618140280503,-0.15576809070140252,-0.15576809070140252,-0.3173032047103359,0.135545940322912
SI=F,4,4,0.5,1.7160430358275969,0.4272033526978636,0.3852262321092148,-0.5152089839514883,1.9228592998221716
BTC-USD,5,8,0.625,2.263048357335107,0.45040686522503925,0.30580239472131066,-0.6234062256300382,2.376922403292616
ETH-USD,4,19,0.3684210526315789,1.8350762957078715,0.45915417694448735,0.6228005204234721,-1.0407890563238542,1.6418448904679694
